cos_similarity: neutral vs change_1,cos_similarity: neutral vs change_2,cos_similarity: neutral vs change_3,cos_similarity: neutral vs change_4,cos_similarity: neutral vs change_5,cos_similarity: change_1 vs change_2,cos_similarity: change_1 vs change_3,cos_similarity: change_1 vs change_4,cos_similarity: change_1 vs change_5,cos_similarity: change_2 vs change_3,cos_similarity: change_2 vs change_4,cos_similarity: change_2 vs change_5,cos_similarity: change_3 vs change_4,cos_similarity: change_3 vs change_5,cos_similarity: change_4 vs change_5,prompt_id,stereotype_group_id
0.9037910902967278,0.8560614221380816,0.8136571414868252,0.7134647722413282,0.694121094369427,0.8520489127044872,0.7632982888443713,0.7110551657577843,0.6717018095725333,0.8509262945376064,0.7767045909587136,0.6243710864899419,0.7326820204753342,0.6966030089406401,0.6737514668781506,1,Education and Academic Abillites
0.7589285541351557,0.8206688549475836,0.7545237779433871,0.9060483663486048,0.7406479827481618,0.8409373460254543,0.8891624791949176,0.8121519460137963,0.7297574552368229,0.8296403574514344,0.8261591119306989,0.7679337498214626,0.8164936837119783,0.796112521759337,0.8002906071121717,2,Education and Academic Abillites
0.8686693607344216,0.9417261416991831,0.9236840181954199,0.7795134209019995,0.7311134875871885,0.8496447908661522,0.8205133932257915,0.7113413875401469,0.6872525493667581,0.9500999872289173,0.7747165353265939,0.7444220053494859,0.7717225381144138,0.713766721783879,0.7535792715251888,3,Education and Academic Abillites
0.8034848839469696,0.7081659147490182,0.7919757401869792,0.8679676090307086,0.8613902991804695,0.8232726192083106,0.885172414726789,0.8452302462749599,0.8628518447746358,0.778340244353176,0.808036121986893,0.8240969482989822,0.8199777328780111,0.8677461571786333,0.8571989406768925,4,Education and Academic Abillites
0.7837094273405498,0.7495399745340534,0.7562173764558874,0.7049831458057939,0.7354797365146494,0.8958610724795418,0.8976610167623517,0.7828103085614473,0.6962602356527334,0.8349470178384258,0.6758170285119744,0.6779517988208001,0.7338733771863803,0.6874981789060362,0.6705642329794983,5,Education and Academic Abillites
0.8862886693110673,0.894619752183399,0.8013767434338315,0.8608372340823841,0.7858740756367248,0.8743948790375877,0.8912301321873399,0.8885491818622583,0.8762538316375699,0.8542826319615711,0.8694503244590268,0.7946984119187416,0.8353004238869857,0.7938948301416873,0.8643969757100655,6,Education and Academic Abillites
0.6830452415832562,0.7391583278245157,0.8167788487739578,0.8203271982260839,0.7420036184501081,0.7658484413514504,0.636220314140055,0.6537343551780475,0.6909236413794749,0.7219336696990484,0.7084315713826753,0.9160411529964999,0.9517517567894487,0.7138245782235155,0.7011203012118543,7,Family Influence
0.8170122360873507,0.7228685265528356,0.801138345304929,0.7473739356582365,0.7523405421653302,0.7054897456308282,0.7710741293821377,0.7746842272518778,0.8368711032922458,0.8809978133696195,0.7008956571393843,0.8112565647008716,0.7679445447864685,0.8411727293955313,0.695131152733578,8,Family Influence
0.9170596927344224,0.8811543531038566,0.9241866360878019,0.9038353500408425,0.9207517355873935,0.8993636819980952,0.912462050513156,0.9647922093129218,0.9260877653355574,0.881114194615109,0.8994097172947549,0.8897913554159335,0.9141076031041278,0.9584315957603168,0.9211916185962539,9,Family Influence
0.8654554300757054,0.7385066270199512,0.7939827717323226,0.929532189741274,0.886683544994413,0.788513509986272,0.8616123686684087,0.8602382457878672,0.8137148586681495,0.9366917522010627,0.752722587825102,0.6597414762729974,0.7976919586304021,0.7165770492874257,0.8632982128350943,10,Family Influence
0.6926557899018027,0.844955983079494,0.8762969550362001,0.9455913591461981,0.6635253328876696,0.7098921340413311,0.6587246794907741,0.6456521636554985,0.6183621984648546,0.8455152563383117,0.8411032682040762,0.6381750653888271,0.8893977725611912,0.6623415761795607,0.6431836116422365,11,Family Influence
0.7942090869030516,0.815211664131569,0.8678983036079326,0.8193837569143086,0.8449072091544723,0.8547876439236567,0.8083426483540728,0.7242890749963736,0.7807424858644874,0.8216897808914884,0.8390529602655036,0.7772438137720802,0.8374986288251224,0.7733140721704044,0.7461476204310873,12,Family Influence
0.8670328659334827,0.8823237601254637,0.9080415521953431,0.8457451000101279,0.845037211955752,0.9389336165162075,0.8632846620152627,0.8181023705498276,0.7845853771908713,0.8787538306066129,0.8128724390291108,0.8021328140779236,0.8422822721472603,0.8264224193068133,0.854061463785993,13,Family Influence
0.8430595917853736,0.794894138058714,0.7739024010489299,0.8457507545405374,0.7576161179500236,0.7896515205465453,0.7397053243947409,0.8512266559852902,0.7686276419792805,0.720669094549435,0.8345689058622544,0.779358913685943,0.762795545091058,0.6875808892453092,0.7336188219538827,14,Family Influence
0.913298789697743,0.8640027810309305,0.8660814475280058,0.8727084860875813,0.9791989475132952,0.8434473931679993,0.858252382762571,0.8285254224889315,0.9034397553067901,0.787690029390708,0.9471227137804237,0.8554085206685408,0.7901195122128382,0.8629919913896744,0.8636588649004395,15,Work type and career outlooks
0.9021956634272481,0.861968350099045,0.9230421235550599,0.6736031078182436,0.943345432820822,0.8878653357725098,0.9106251116317392,0.7000999289074523,0.9081714696209787,0.9040677528539043,0.7479566324502591,0.8689199934503199,0.6986674735397838,0.9275173392220974,0.6766221868329765,16,Work type and career outlooks
0.8628721653928539,0.911501379237274,0.8734078826249401,0.9343467627758058,0.8690740088857207,0.849975421907458,0.827430139087889,0.8912929698787054,0.8112541916781499,0.8838968566256286,0.9217930205014397,0.8443898167484158,0.8727562803583844,0.8675510475999979,0.8755221260938901,17,Work type and career outlooks
0.8034237316752055,0.8074659938463576,0.7293146008294383,0.8073692744131489,0.7027071060155226,0.9320512875107111,0.7347252630805079,0.8723137992734675,0.8049179408643419,0.7485274278887374,0.879488193601069,0.829565006136137,0.7385360237863234,0.7612390870183612,0.793152750215805,18,Work type and career outlooks
0.8616853282584043,0.7898199132849251,0.7899728647433303,0.7969910868080942,0.9263508207783494,0.757647501125202,0.7872781338831046,0.7955500370412126,0.8593372481581668,0.8031323909184906,0.6791090441460249,0.7886326017156724,0.7507378044848929,0.7919428232012145,0.7893840084471411,19,Work type and career outlooks
0.8209736450292291,0.7604198110174922,0.829736787663838,0.7471427018075798,0.8500595346033426,0.7378401782653115,0.9347790998518654,0.755659466029259,0.8832974720141792,0.7724975778013765,0.7541644077392223,0.8262854464518332,0.7572980961463547,0.9218956948079627,0.7489568715621495,20,Radicalism and beliefs
0.8509406457752682,0.8537028348963644,0.8969257131530433,0.8620364999851198,0.8900359125839559,0.8196692343311289,0.8565156580934757,0.8171810125994219,0.8040052022209738,0.8389394336570063,0.8280714930536259,0.8258966399168379,0.8769607203181768,0.8370714528388086,0.8031020105079613,21,Radicalism and beliefs
0.7457422688491584,0.7926551873257006,0.8808388545864089,0.7464715596506759,0.9524225480238502,0.7721887658859728,0.8039620368948308,0.7992502592281618,0.7704442325671259,0.8156438666252319,0.7700602653693713,0.8116718169134133,0.7799535887111209,0.8902838952586107,0.7861150456186847,22,Radicalism and beliefs
0.7382387215946231,0.6882565842623041,0.729651403471375,0.6251274162237415,0.6587767224842624,0.6462293186132206,0.671377323741949,0.7857383613655956,0.6591976087621012,0.6755254292150985,0.5488656983403442,0.6828884187495521,0.5919534550896941,0.6426721359012495,0.5678647479243206,23,Radicalism and beliefs
0.07415870557211658,0.08999984004935115,0.07550873506458147,0.10278759870501847,0.11411395367573585,0.8974237663180764,0.9200932187512063,0.7165132811980977,0.7238749813825871,0.8807877516232097,0.7201048457858714,0.7289605318409804,0.7033810399295863,0.7876150264120263,0.6369766481787276,24,Radicalism and beliefs
0.7721594972922537,0.7336678850774732,0.7767596990363967,0.7061900881031462,0.9043628449021388,0.6964546187211791,0.9220549598782151,0.6977654285082838,0.7560867952152457,0.6819880173980349,0.77405759372964,0.7181566782264899,0.7350335028591257,0.7265934828492033,0.6823538814420501,25,Radicalism and beliefs
0.9156001456680878,0.9224443659719399,0.6876136409161036,0.9157468622783613,0.921507240663444,0.8730320950851179,0.7515750690340743,0.8874471367160639,0.834512462720611,0.6942067820514524,0.9408325415930003,0.8939562833250507,0.6957207120473148,0.6391350299498593,0.8422023195149732,26,Radicalism and beliefs
0.8616961284590249,0.7367902620341169,0.7652807810941422,0.8913219616608898,0.6622849530887924,0.8164632512074177,0.8278689529734378,0.8346730943834066,0.7368229879546738,0.7481097725968154,0.7410860749231569,0.7675421545884134,0.7633848156287123,0.8513330823632496,0.6662488071413166,27,Radicalism and beliefs
0.7326632850270512,0.7892743914208601,0.7641486841775165,0.7994355581273833,0.9451130531647297,0.8291851242703914,0.8360768403597892,0.7727966823250574,0.7460896261897553,0.9110993290697242,0.7431073168672782,0.8069107939819653,0.7483018116488401,0.782695443342239,0.8146508479500204,28,Radicalism and beliefs
0.5277657778371263,0.39616075929951555,0.5652424881707487,0.41367631707799946,0.5791714630537891,0.3163887113968251,0.6582808089879356,0.3524724034760543,0.41333377289517714,0.24894649403313032,0.5522876694568706,0.5142280303514128,0.3296124994668286,0.43543133523092126,0.5011475152415996,29,Radicalism and beliefs
0.8825271920063598,0.7338090785649549,0.8639694190929731,0.7004376882915739,0.8413268500231486,0.7141889515989235,0.9043726728875214,0.6740969406597991,0.8633870755938562,0.6665003551189623,0.6566072453186018,0.7430844005577739,0.6793984455019666,0.8426468338065193,0.7206192774167728,30,Radicalism and beliefs
